ID_CRYPTO_PRICE_HISTORY,NM_CRYPTO_SYMBOL,NM_CRYPTO_NAME,VL_USD_PRICE,VL_BRL_PRICE,VL_BTC_PRICE,ID_COINMARKETCAP,VL_DIFF_PRICE24,LISTING_TIME,VL_DIFF_PRICE1
1774739,TCCFUSD,TSAG Counter Cyclical USD,1.58247900000000000000,8.20943100000000000000,0.00003500000000000000,-4,,2022-02-16 15:25:03.577,
1934517,ARBF,TSAG Conservative,0.19466900000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-02-17 08:30:00.027,
1934518,GSAF,TSAG Global Stable,1.00000000000000000000,5.13690000000000000000,0.00002319653306372000,-5,,2022-02-17 08:30:00.027,
1934519,LIBF,TSAG Libra,29.18539500000000000000,149.92246000000000000000,0.00067700000000000000,-3,,2022-02-17 08:30:00.027,
1934520,ADVF,TSAG Advanced,37.16072500000000000000,190.89093100000000000000,0.00086100000000000000,-2,,2022-02-17 08:30:00.027,
1934521,TCCFUSD,TSAG Counter Cyclical USD,1.59506500000000000000,8.19369400000000000000,0.00003600000000000000,-4,,2022-02-17 08:30:00.027,
2131933,ARBF,TSAG Conservative,0.19334100000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-02-18 08:30:00.027,
2131934,GSAF,TSAG Global Stable,1.00000000000000000000,5.17219900000000000000,0.00002448808927962000,-5,,2022-02-18 08:30:00.027,
2131935,LIBF,TSAG Libra,27.89111000000000000000,144.25840100000000000000,0.00068300000000000000,-3,,2022-02-18 08:30:00.027,
2131936,ADVF,TSAG Advanced,35.89500100000000000000,185.65612600000000000000,0.00087800000000000000,-2,,2022-02-18 08:30:00.027,
2131937,TCCFUSD,TSAG Counter Cyclical USD,1.59261100000000000000,8.23730300000000000000,0.00003900000000000000,-4,,2022-02-18 08:30:00.027,
2800078,ARBF,TSAG Conservative,0.19465300000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-02-21 08:30:00.013,
2800079,GSAF,TSAG Global Stable,1.00000000000000000000,5.13732200000000000000,0.00002603270346032000,-5,,2022-02-21 08:30:00.013,
2800080,LIBF,TSAG Libra,26.00575000000000000000,133.59991600000000000000,0.00067700000000000000,-3,,2022-02-21 08:30:00.013,
2800081,ADVF,TSAG Advanced,34.30300600000000000000,176.22559100000000000000,0.00089300000000000000,-2,,2022-02-21 08:30:00.013,
2800082,TCCFUSD,TSAG Counter Cyclical USD,1.57494200000000000000,8.09098500000000000000,0.00004100000000000000,-4,,2022-02-21 08:30:00.013,
2979093,ARBF,TSAG Conservative,0.19592800000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-02-22 08:30:00.027,
2979094,GSAF,TSAG Global Stable,1.00000000000000000000,5.10390000000000000000,0.00002651856472239000,-5,,2022-02-22 08:30:00.027,
2979095,LIBF,TSAG Libra,24.66196800000000000000,125.87222000000000000000,0.00065400000000000000,-3,,2022-02-22 08:30:00.027,
2979096,ADVF,TSAG Advanced,33.33513700000000000000,170.13920800000000000000,0.00088300000000000000,-2,,2022-02-22 08:30:00.027,
2979097,TCCFUSD,TSAG Counter Cyclical USD,1.54608600000000000000,7.89107200000000000000,0.00004100000000000000,-4,,2022-02-22 08:30:00.027,
3205696,ARBF,TSAG Conservative,0.19771800000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-02-23 08:30:00.023,
3205697,GSAF,TSAG Global Stable,1.00000000000000000000,5.05769900000000000000,0.00002572586595780000,-5,,2022-02-23 08:30:00.023,
3205698,LIBF,TSAG Libra,26.31592600000000000000,133.09806200000000000000,0.00067700000000000000,-3,,2022-02-23 08:30:00.023,
3205699,ADVF,TSAG Advanced,34.24568800000000000000,173.20442000000000000000,0.00088000000000000000,-2,,2022-02-23 08:30:00.023,
3205700,TCCFUSD,TSAG Counter Cyclical USD,1.55485500000000000000,7.86399200000000000000,0.00004000000000000000,-4,,2022-02-23 08:30:00.023,
3414072,ARBF,TSAG Conservative,0.19959200000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-02-24 08:30:00.030,
3414073,GSAF,TSAG Global Stable,1.00000000000000000000,5.01020000000000000000,0.00002838507309834000,-5,,2022-02-24 08:30:00.030,
3414074,LIBF,TSAG Libra,22.82890000000000000000,114.37735600000000000000,0.00064800000000000000,-3,,2022-02-24 08:30:00.030,
3414075,ADVF,TSAG Advanced,31.60111600000000000000,158.32791400000000000000,0.00089700000000000000,-2,,2022-02-24 08:30:00.030,
3414076,TCCFUSD,TSAG Counter Cyclical USD,1.58534000000000000000,7.94287200000000000000,0.00004500000000000000,-4,,2022-02-24 08:30:00.030,
3641917,ARBF,TSAG Conservative,0.19517100000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-02-25 08:30:00.027,
3641918,GSAF,TSAG Global Stable,1.00000000000000000000,5.12370000000000000000,0.00002593472470179000,-5,,2022-02-25 08:30:00.027,
3641919,LIBF,TSAG Libra,25.44850600000000000000,130.39051100000000000000,0.00066000000000000000,-3,,2022-02-25 08:30:00.027,
3641920,ADVF,TSAG Advanced,33.46864100000000000000,171.48327800000000000000,0.00086800000000000000,-2,,2022-02-25 08:30:00.027,
3641921,TCCFUSD,TSAG Counter Cyclical USD,1.58089200000000000000,8.10001700000000000000,0.00004100000000000000,-4,,2022-02-25 08:30:00.027,
4287809,ARBF,TSAG Conservative,0.19364000000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-02-28 08:30:00.033,
4287810,GSAF,TSAG Global Stable,1.00000000000000000000,5.16420000000000000000,0.00002608975973108000,-5,,2022-02-28 08:30:00.033,
4287811,LIBF,TSAG Libra,26.56214500000000000000,137.17223300000000000000,0.00069300000000000000,-3,,2022-02-28 08:30:00.033,
4287812,ADVF,TSAG Advanced,33.76803800000000000000,174.38490200000000000000,0.00088000000000000000,-2,,2022-02-28 08:30:00.033,
4287813,TCCFUSD,TSAG Counter Cyclical USD,1.53316800000000000000,7.91758900000000000000,0.00003900000000000000,-4,,2022-02-28 08:30:00.033,
4449297,ARBF,TSAG Conservative,0.19378400000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-01 08:30:00.010,
4449298,GSAF,TSAG Global Stable,1.00000000000000000000,5.16037900000000000000,0.00002300729139687000,-5,,2022-03-01 08:30:00.010,
4449299,LIBF,TSAG Libra,30.16435000000000000000,155.65948000000000000000,0.00069300000000000000,-3,,2022-03-01 08:30:00.010,
4449300,ADVF,TSAG Advanced,36.64055800000000000000,189.07916700000000000000,0.00084200000000000000,-2,,2022-03-01 08:30:00.010,
4449301,TCCFUSD,TSAG Counter Cyclical USD,1.60840800000000000000,8.30000000000000000000,0.00003700000000000000,-4,,2022-03-01 08:30:00.010,
4668159,ARBF,TSAG Conservative,0.19378700000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-02 08:30:00.030,
4668160,GSAF,TSAG Global Stable,1.00000000000000000000,5.16030000000000000000,0.00002265360401817000,-5,,2022-03-02 08:30:00.030,
4668161,LIBF,TSAG Libra,30.50287200000000000000,157.40397400000000000000,0.00069000000000000000,-3,,2022-03-02 08:30:00.030,
4668162,ADVF,TSAG Advanced,37.21262100000000000000,192.02829300000000000000,0.00084300000000000000,-2,,2022-03-02 08:30:00.030,
4668163,TCCFUSD,TSAG Counter Cyclical USD,1.58915100000000000000,8.20049600000000000000,0.00003500000000000000,-4,,2022-03-02 08:30:00.030,
4878008,ARBF,TSAG Conservative,0.19612000000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-03 08:30:00.033,
4878009,GSAF,TSAG Global Stable,1.00000000000000000000,5.09890000000000000000,0.00002305622626886000,-5,,2022-03-03 08:30:00.033,
4878010,LIBF,TSAG Libra,29.92684000000000000000,152.59396600000000000000,0.00069000000000000000,-3,,2022-03-03 08:30:00.033,
4878011,ADVF,TSAG Advanced,36.69290800000000000000,187.09347100000000000000,0.00084600000000000000,-2,,2022-03-03 08:30:00.033,
4878012,TCCFUSD,TSAG Counter Cyclical USD,1.60477200000000000000,8.18257500000000000000,0.00003700000000000000,-4,,2022-03-03 08:30:00.033,
4962619,ARBF,TSAG Conservative,0.19872000000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-04 08:30:00.017,
4962620,GSAF,TSAG Global Stable,1.00000000000000000000,5.03220000000000000000,0.00002397815224871000,-5,,2022-03-04 08:30:00.017,
4962621,LIBF,TSAG Libra,29.02642300000000000000,146.06676800000000000000,0.00069600000000000000,-3,,2022-03-04 08:30:00.017,
4962622,ADVF,TSAG Advanced,35.36552700000000000000,177.96640700000000000000,0.00084800000000000000,-2,,2022-03-04 08:30:00.017,
4962623,TCCFUSD,TSAG Counter Cyclical USD,1.58477600000000000000,7.97491000000000000000,0.00003800000000000000,-4,,2022-03-04 08:30:00.017,
4995652,ARBF,TSAG Conservative,0.19751900000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-03-07 08:30:00.020,
4995653,GSAF,TSAG Global Stable,1.00000000000000000000,5.06279900000000000000,0.00002618081945202000,-5,,2022-03-07 08:30:00.020,
4995654,LIBF,TSAG Libra,26.27878000000000000000,133.04420800000000000000,0.00068700000000000000,-3,,2022-03-07 08:30:00.020,
4995655,ADVF,TSAG Advanced,33.34502100000000000000,168.81917700000000000000,0.00087200000000000000,-2,,2022-03-07 08:30:00.020,
4995656,TCCFUSD,TSAG Counter Cyclical USD,1.60422700000000000000,8.12188500000000000000,0.00004200000000000000,-4,,2022-03-07 08:30:00.020,
5006721,ARBF,TSAG Conservative,0.19562400000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-03-08 08:30:00.017,
5006722,GSAF,TSAG Global Stable,1.00000000000000000000,5.11182200000000000000,0.00002565932596275000,-5,,2022-03-08 08:30:00.017,
5006723,LIBF,TSAG Libra,26.65697400000000000000,136.26573600000000000000,0.00068400000000000000,-3,,2022-03-08 08:30:00.017,
5006724,ADVF,TSAG Advanced,33.67196700000000000000,172.12514000000000000000,0.00086400000000000000,-2,,2022-03-08 08:30:00.017,
5006725,TCCFUSD,TSAG Counter Cyclical USD,1.63151100000000000000,8.34000000000000000000,0.00004100000000000000,-4,,2022-03-08 08:30:00.017,
5017752,ARBF,TSAG Conservative,0.19762800000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-09 08:30:00.017,
5017753,GSAF,TSAG Global Stable,1.00000000000000000000,5.06000000000000000000,0.00002372920287025000,-5,,2022-03-09 08:30:00.017,
5017754,LIBF,TSAG Libra,28.90952500000000000000,146.28220000000000000000,0.00068600000000000000,-3,,2022-03-09 08:30:00.017,
5017755,ADVF,TSAG Advanced,35.35727700000000000000,178.90782200000000000000,0.00083900000000000000,-2,,2022-03-09 08:30:00.017,
5017756,TCCFUSD,TSAG Counter Cyclical USD,1.63636300000000000000,8.28000000000000000000,0.00003800000000000000,-4,,2022-03-09 08:30:00.017,
5029372,ARBF,TSAG Conservative,0.19948100000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-03-10 08:30:00.023,
5029373,GSAF,TSAG Global Stable,1.00000000000000000000,5.01299900000000000000,0.00002557448500340000,-5,,2022-03-10 08:30:00.023,
5029374,LIBF,TSAG Libra,27.29282700000000000000,136.81894300000000000000,0.00069800000000000000,-3,,2022-03-10 08:30:00.023,
5029375,ADVF,TSAG Advanced,33.82277200000000000000,169.55356100000000000000,0.00086500000000000000,-2,,2022-03-10 08:30:00.023,
5029376,TCCFUSD,TSAG Counter Cyclical USD,1.60316000000000000000,8.03664300000000000000,0.00004100000000000000,-4,,2022-03-10 08:30:00.023,
5040579,ARBF,TSAG Conservative,0.19953300000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-03-11 08:30:00.010,
5040580,GSAF,TSAG Global Stable,1.00000000000000000000,5.01170000000000000000,0.00002560717160134000,-5,,2022-03-11 08:30:00.010,
5040581,LIBF,TSAG Libra,27.49229800000000000000,137.78315100000000000000,0.00070300000000000000,-3,,2022-03-11 08:30:00.010,
5040582,ADVF,TSAG Advanced,33.77959900000000000000,169.29321900000000000000,0.00086500000000000000,-2,,2022-03-11 08:30:00.010,
5040583,TCCFUSD,TSAG Counter Cyclical USD,1.60111300000000000000,8.02430300000000000000,0.00004100000000000000,-4,,2022-03-11 08:30:00.010,
5074117,ARBF,TSAG Conservative,0.19704000000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-03-14 08:30:00.023,
5074118,GSAF,TSAG Global Stable,1.00000000000000000000,5.07509900000000000000,0.00002558089775866000,-5,,2022-03-14 08:30:00.023,
5074119,LIBF,TSAG Libra,27.01234300000000000000,137.09034500000000000000,0.00069000000000000000,-3,,2022-03-14 08:30:00.023,
5074120,ADVF,TSAG Advanced,33.61883500000000000000,170.61895300000000000000,0.00085900000000000000,-2,,2022-03-14 08:30:00.023,
5074121,TCCFUSD,TSAG Counter Cyclical USD,1.60275800000000000000,8.13415900000000000000,0.00004000000000000000,-4,,2022-03-14 08:30:00.023,
5085257,ARBF,TSAG Conservative,0.19519000000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-03-15 08:30:00.017,
5085258,GSAF,TSAG Global Stable,1.00000000000000000000,5.12320000000000000000,0.00002586176015818000,-5,,2022-03-15 08:30:00.017,
5085259,LIBF,TSAG Libra,26.40964800000000000000,135.30191200000000000000,0.00068200000000000000,-3,,2022-03-15 08:30:00.017,
5085260,ADVF,TSAG Advanced,33.25373000000000000000,170.36551200000000000000,0.00086000000000000000,-2,,2022-03-15 08:30:00.017,
5085261,TCCFUSD,TSAG Counter Cyclical USD,1.58535200000000000000,8.12207700000000000000,0.00004100000000000000,-4,,2022-03-15 08:30:00.017,
5096394,ARBF,TSAG Conservative,0.19376300000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-16 08:30:00.020,
5096395,GSAF,TSAG Global Stable,1.00000000000000000000,5.16092600000000000000,0.00002479735895486000,-5,,2022-03-16 08:30:00.020,
5096396,LIBF,TSAG Libra,27.30129400000000000000,140.89998800000000000000,0.00067700000000000000,-3,,2022-03-16 08:30:00.020,
5096397,ADVF,TSAG Advanced,34.27784300000000000000,176.90545000000000000000,0.00084900000000000000,-2,,2022-03-16 08:30:00.020,
5096398,TCCFUSD,TSAG Counter Cyclical USD,1.57274800000000000000,8.11683800000000000000,0.00003800000000000000,-4,,2022-03-16 08:30:00.020,
5107578,ARBF,TSAG Conservative,0.19692000000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-17 08:30:00.010,
5107579,GSAF,TSAG Global Stable,1.00000000000000000000,5.07820000000000000000,0.00002455389334342000,-5,,2022-03-17 08:30:00.010,
5107580,LIBF,TSAG Libra,28.22363000000000000000,143.32523800000000000000,0.00069300000000000000,-3,,2022-03-17 08:30:00.010,
5107581,ADVF,TSAG Advanced,34.82136100000000000000,176.82983900000000000000,0.00085500000000000000,-2,,2022-03-17 08:30:00.010,
5107582,TCCFUSD,TSAG Counter Cyclical USD,1.58834200000000000000,8.06592200000000000000,0.00003800000000000000,-4,,2022-03-17 08:30:00.010,
5118757,ARBF,TSAG Conservative,0.19839400000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-18 08:30:00.020,
5118758,GSAF,TSAG Global Stable,1.00000000000000000000,5.04047400000000000000,0.00002472130781917000,-5,,2022-03-18 08:30:00.020,
5118759,LIBF,TSAG Libra,27.78979100000000000000,140.07372400000000000000,0.00068700000000000000,-3,,2022-03-18 08:30:00.020,
5118760,ADVF,TSAG Advanced,34.62599900000000000000,174.53145200000000000000,0.00085600000000000000,-2,,2022-03-18 08:30:00.020,
5118761,TCCFUSD,TSAG Counter Cyclical USD,1.57758600000000000000,7.95178300000000000000,0.00003800000000000000,-4,,2022-03-18 08:30:00.020,
5144817,ARBF,TSAG Conservative,0.19517100000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-02-26 08:30:00.027,
5144818,GSAF,TSAG Global Stable,1.00000000000000000000,5.12370000000000000000,0.00002593472470179000,-5,,2022-02-26 08:30:00.027,
5144819,LIBF,TSAG Libra,25.44850600000000000000,130.39051100000000000000,0.00066000000000000000,-3,,2022-02-26 08:30:00.027,
5144820,ADVF,TSAG Advanced,33.46864100000000000000,171.48327800000000000000,0.00086800000000000000,-2,,2022-02-26 08:30:00.027,
5144821,TCCFUSD,TSAG Counter Cyclical USD,1.58089200000000000000,8.10001700000000000000,0.00004100000000000000,-4,,2022-02-26 08:30:00.027,
5144824,ARBF,TSAG Conservative,0.19517100000000000000,1.00000000000000000000,0.00000500000000000000,-1,,2022-02-27 08:30:00.027,
5144825,GSAF,TSAG Global Stable,1.00000000000000000000,5.12370000000000000000,0.00002593472470179000,-5,,2022-02-27 08:30:00.027,
5144826,LIBF,TSAG Libra,25.44850600000000000000,130.39051100000000000000,0.00066000000000000000,-3,,2022-02-27 08:30:00.027,
5144827,ADVF,TSAG Advanced,33.46864100000000000000,171.48327800000000000000,0.00086800000000000000,-2,,2022-02-27 08:30:00.027,
5144828,TCCFUSD,TSAG Counter Cyclical USD,1.58089200000000000000,8.10001700000000000000,0.00004100000000000000,-4,,2022-02-27 08:30:00.027,
5152256,ARBF,TSAG Conservative,0.19903200000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-21 08:30:00.030,
5152257,GSAF,TSAG Global Stable,1.00000000000000000000,5.02429900000000000000,0.00002419391199316000,-5,,2022-03-21 08:30:00.030,
5152258,LIBF,TSAG Libra,29.59422100000000000000,148.69024900000000000000,0.00071500000000000000,-3,,2022-03-21 08:30:00.030,
5152259,ADVF,TSAG Advanced,35.58746500000000000000,178.80210100000000000000,0.00086000000000000000,-2,,2022-03-21 08:30:00.030,
5152260,TCCFUSD,TSAG Counter Cyclical USD,1.60831999999999997186,8.08068056767999998158,0.00003891155253685144,-4,,2022-03-21 08:30:00.030,
5163441,ARBF,TSAG Conservative,0.20256400000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-22 08:30:00.013,
5163442,GSAF,TSAG Global Stable,1.00000000000000000000,4.93670100000000000000,0.00002334283075875000,-5,,2022-03-22 08:30:00.013,
5163443,LIBF,TSAG Libra,30.20199200000000000000,149.09820700000000000000,0.00070500000000000000,-3,,2022-03-22 08:30:00.013,
5163444,ADVF,TSAG Advanced,36.45658900000000000000,179.97528200000000000000,0.00085000000000000000,-2,,2022-03-22 08:30:00.013,
5163445,TCCFUSD,TSAG Counter Cyclical USD,1.62185899999999993959,8.00663294715899986898,0.00003785878015157171,-4,,2022-03-22 08:30:00.013,
5174602,ARBF,TSAG Conservative,0.20362800000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-23 08:30:00.017,
5174603,GSAF,TSAG Global Stable,1.00000000000000000000,4.91090000000000000000,0.00002368923483998000,-5,,2022-03-23 08:30:00.017,
5174604,LIBF,TSAG Libra,29.97141900000000000000,147.18664500000000000000,0.00070900000000000000,-3,,2022-03-23 08:30:00.017,
5174605,ADVF,TSAG Advanced,36.05013000000000000000,177.03858400000000000000,0.00085300000000000000,-2,,2022-03-23 08:30:00.017,
5174606,TCCFUSD,TSAG Counter Cyclical USD,1.61751000000000000334,7.94342985900000009281,0.00003831757424601861,-4,,2022-03-23 08:30:00.017,
5185768,ARBF,TSAG Conservative,0.20722300000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-24 08:30:00.007,
5185769,GSAF,TSAG Global Stable,1.00000000000000000000,4.82569900000000000000,0.00002323737785144000,-5,,2022-03-24 08:30:00.007,
5185770,LIBF,TSAG Libra,31.41490400000000000000,151.59890300000000000000,0.00072900000000000000,-3,,2022-03-24 08:30:00.007,
5185771,ADVF,TSAG Advanced,37.09540700000000000000,179.01130800000000000000,0.00086200000000000000,-2,,2022-03-24 08:30:00.007,
5185772,TCCFUSD,TSAG Counter Cyclical USD,1.63159100000000001351,7.87356705710900062201,0.00003791389656602362,-4,,2022-03-24 08:30:00.007,
5196949,ARBF,TSAG Conservative,0.20715900000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-25 08:30:00.017,
5196950,GSAF,TSAG Global Stable,1.00000000000000000000,4.82719900000000000000,0.00002260746071318000,-5,,2022-03-25 08:30:00.017,
5196951,LIBF,TSAG Libra,31.93635900000000000000,154.16319600000000000000,0.00072100000000000000,-3,,2022-03-25 08:30:00.017,
5196952,ADVF,TSAG Advanced,37.77514000000000000000,182.34815700000000000000,0.00085300000000000000,-2,,2022-03-25 08:30:00.017,
5196953,TCCFUSD,TSAG Counter Cyclical USD,1.64725699999999997125,7.95163734314300008066,0.00003724029791202369,-4,,2022-03-25 08:30:00.017,
5208121,ARBF,TSAG Conservative,0.21082800000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-26 08:30:00.020,
5208122,GSAF,TSAG Global Stable,1.00000000000000000000,4.74320000000000000000,0.00002250247927098000,-5,,2022-03-26 08:30:00.020,
5208123,LIBF,TSAG Libra,31.37432000000000000000,148.81467800000000000000,0.00070600000000000000,-3,,2022-03-26 08:30:00.020,
5208124,ADVF,TSAG Advanced,37.86249400000000000000,179.58938400000000000000,0.00085100000000000000,-2,,2022-03-26 08:30:00.020,
5208125,TCCFUSD,TSAG Counter Cyclical USD,1.65344200000000007833,7.84260609439999978321,0.00003720654433078232,-4,,2022-03-26 08:30:00.020,
5219249,ARBF,TSAG Conservative,0.21082900000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-27 08:30:00.013,
5219250,GSAF,TSAG Global Stable,1.00000000000000000000,4.74317300000000000000,0.00002243834846317000,-5,,2022-03-27 08:30:00.013,
5219251,LIBF,TSAG Libra,31.64225700000000000000,150.08470100000000000000,0.00070900000000000000,-3,,2022-03-27 08:30:00.013,
5219252,ADVF,TSAG Advanced,37.88157500000000000000,179.67886800000000000000,0.00085000000000000000,-2,,2022-03-27 08:30:00.013,
5219253,TCCFUSD,TSAG Counter Cyclical USD,1.65464400000000000368,7.84826274541199975232,0.00003712747865450812,-4,,2022-03-27 08:30:00.013,
5230425,ARBF,TSAG Conservative,0.21081900000000000000,1.00000000000000000000,0.00000400000000000000,-1,,2022-03-28 08:30:00.030,
5230426,GSAF,TSAG Global Stable,1.00000000000000000000,4.74339400000000000000,0.00002120302502839000,-5,,2022-03-28 08:30:00.030,
